,,,,,,,"annotation layer, embedded in images",
1602.03455,27,uri:{http://dx.doi.org/10.1016/j.physletb.2014.10.005},http://dx.doi.org/10.1016/j.physletb.2014.10.005,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://dx.doi.org/10.1016/j.physletb.2013.10.057},http://dx.doi.org/10.1016/j.physletb.2013.10.057,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,27,uri:{http://dx.doi.org/10.1016/j.physletb.2013.08.020},http://dx.doi.org/10.1016/j.physletb.2013.08.020,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://dx.doi.org/10.1016/j.nima.2005.11.166},http://dx.doi.org/10.1016/j.nima.2005.11.166,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,26,uri:{http://dx.doi.org/10.1016/j.nima.2005.08.106},http://dx.doi.org/10.1016/j.nima.2005.08.106,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://dx.doi.org/10.1016/j.cpc.2008.01.036},http://dx.doi.org/10.1016/j.cpc.2008.01.036,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://dx.doi.org/10.1016/0550-3213(88)90028-4},http://dx.doi.org/10.1016/0550-3213(88)90028-4,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://dx.doi.org/10.1016/0370-2693(91)91756-L},http://dx.doi.org/10.1016/0370-2693(91)91756-L,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://dx.doi.org/10.1016/0370-2693(91)91542-4},http://dx.doi.org/10.1016/0370-2693(91)91542-4,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://dx.doi.org/10.1016/0370-2693(91)90034-N},http://dx.doi.org/10.1016/0370-2693(91)90034-N,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://dx.doi.org/10.1016/0370-2693(88)90836-2},http://dx.doi.org/10.1016/0370-2693(88)90836-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://dx.doi.org/10.1007/JHEP09(2013)145},http://dx.doi.org/10.1007/JHEP09(2013)145,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://dx.doi.org/10.1007/JHEP08(2015)005},http://dx.doi.org/10.1007/JHEP08(2015)005,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,27,uri:{http://dx.doi.org/10.1007/JHEP04(2015)043},http://dx.doi.org/10.1007/JHEP04(2015)043,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,24,uri:{http://dx.doi.org/10.1007/JHEP01(2014)051},http://dx.doi.org/10.1007/JHEP01(2014)051,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,1,uri:{http://creativecommons.org/licenses/by/4.0/},http://creativecommons.org/licenses/by/4.0/,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",,Hidden in annotation layers,
1602.03455,25,uri:{http://cdsweb.cern.ch/search?p=LHCb-PUB-2014-046&f=reportnumber&action_search=Search&c=LHCb+Reports},http://cdsweb.cern.ch/search?p=LHCb-PUB-2014-046&f=reportnumber&action_search=Search&c=LHCb+Reports,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://cdsweb.cern.ch/search?p=LHCb-CONF-2016-001&f=reportnumber&action_search=Search&c=LHCb+Conference+Contributions},http://cdsweb.cern.ch/search?p=LHCb-CONF-2016-001&f=reportnumber&action_search=Search&c=LHCb+Conference+Contributions,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,27,uri:{http://cdsweb.cern.ch/search?p=LHCb-CONF-2014-004&f=reportnumber&action_search=Search&c=LHCb+Conference+Contributions},http://cdsweb.cern.ch/search?p=LHCb-CONF-2014-004&f=reportnumber&action_search=Search&c=LHCb+Conference+Contributions,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/physics/0402083},http://arxiv.org/abs/physics/0402083,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://arxiv.org/abs/hep-ph/9901362},http://arxiv.org/abs/hep-ph/9901362,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://arxiv.org/abs/hep-ph/9612433},http://arxiv.org/abs/hep-ph/9612433,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://arxiv.org/abs/hep-ph/9403384},http://arxiv.org/abs/hep-ph/9403384,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://arxiv.org/abs/hep-ph/0603175},http://arxiv.org/abs/hep-ph/0603175,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://arxiv.org/abs/hep-ph/0506026},http://arxiv.org/abs/hep-ph/0506026,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/hep-ph/0501199},http://arxiv.org/abs/hep-ph/0501199,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/hep-ph/0406184},http://arxiv.org/abs/hep-ph/0406184,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://arxiv.org/abs/hep-ph/0211282},http://arxiv.org/abs/hep-ph/0211282,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,24,uri:{http://arxiv.org/abs/hep-ph/0008090},http://arxiv.org/abs/hep-ph/0008090,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/hep-ex/0611054},http://arxiv.org/abs/hep-ex/0611054,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/hep-ex/0412072},http://arxiv.org/abs/hep-ex/0412072,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/1605.01082},http://arxiv.org/abs/1605.01082,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/1604.01525},http://arxiv.org/abs/1604.01525,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1602.03160},http://arxiv.org/abs/1602.03160,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1512.02494},http://arxiv.org/abs/1512.02494,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/1509.01098},http://arxiv.org/abs/1509.01098,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1505.01710},http://arxiv.org/abs/1505.01710,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1505.01654},http://arxiv.org/abs/1505.01654,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://arxiv.org/abs/1505.01505},http://arxiv.org/abs/1505.01505,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1501.06777},http://arxiv.org/abs/1501.06777,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1412.7515},http://arxiv.org/abs/1412.7515,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1412.6751},http://arxiv.org/abs/1412.6751,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,25,uri:{http://arxiv.org/abs/1412.6352},http://arxiv.org/abs/1412.6352,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1409.5080},http://arxiv.org/abs/1409.5080,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,27,uri:{http://arxiv.org/abs/1408.0275},http://arxiv.org/abs/1408.0275,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,28,uri:{http://arxiv.org/abs/1407.8136},http://arxiv.org/abs/1407.8136,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1407.7712},http://arxiv.org/abs/1407.7712,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1407.7574},http://arxiv.org/abs/1407.7574,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1602.03455,26,uri:{http://arxiv.org/abs/1311.4823},http://arxiv.org/abs/1311.4823,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
