,,,,,,"annotation layer, embedded in images",
1301.3030,7,http://dx.doi.org/10.1023/B:INMA.0000027591.50936.18,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1301.3030,7,http://www.sciencedirect.com/science/article/pii/S0022369799004230,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1301.3030,7,http://www.sciencedirect.com/science/article/pii/0038109889902718,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1301.3030,7,http://link.aps.org/doi/10.1103/PhysRevB.76.045302,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.3030,7,http://link.aps.org/doi/10.1103/PhysRevLett.103.246601,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1301.3030,7,http://link.aps.org/doi/10.1103/PhysRevB.84.235206,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.2673,1,mailto:bhawna.gomber@cern.ch,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1301.2673,6,http://cdsweb.cern.ch/record/1279341?ln=en.,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.2673,6,http://cdsweb.cern.ch/record/1278160?ln=en,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.1685,1,http://arxiv.org/abs/1301.1685v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1301.1685,4,http://califa.caha.es/,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",,,
1208.3850,1,mailto:Anastasis.Georgoulas@ed.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1208.3850,1,mailto:A.D.Clark@ed.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1208.3850,1,mailto:A.Ocone@ed.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1208.3850,1,mailto:Stephen.Gilmore@ed.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1208.3850,1,mailto:G.Sanguinetti@ed.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1208.3850,1,http://dx.doi.org/10.4204/EPTCS.92.3,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
1208.3850,11,http://www.the-dream-project.org/challenges/dream6-estimation-model-parameters-challenge,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1208.3850,11,http://dx.doi.org/10.1109/QEST.2011.10,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,11,http://dx.doi.org/10.1093/bioinformatics/btq694,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,11,http://dx.doi.org/10.1039/C0MB00107D,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,11,http://dx.doi.org/10.1371/journal.pcbi.0030189,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,12,http://dx.doi.org/10.1093/bioinformatics/btl485,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,12,http://dx.doi.org/10.1007/978-1-4419-7210-1_1,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,12,http://dx.doi.org/10.1126/science.220.4598.671,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,12,http://dx.doi.org/10.1186/1752-0509-6-39,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.3850,12,http://dx.doi.org/10.1093/bioinformatics/btm607,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1208.1491,1,mailto:Ashley.Ross@port.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1208.1491,9,http://www.sdss3.org/,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",,,
1208.1491,9,http://arxiv.org/abs/1207.7137,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1203.6594,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1207.7326,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1208.0022,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1110.3193,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1206.0732,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1203.6609,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1204.3609,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,9,http://arxiv.org/abs/1202.6057,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,10,http://arxiv.org/abs/astro-ph/0604069,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,10,http://arxiv.org/abs/1203.6641,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,10,http://arxiv.org/abs/1203.6499,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,10,http://arxiv.org/abs/1203.6616,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.1491,10,http://arxiv.org/abs/1203.6565,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1208.0647,1,http://arxiv.org/abs/1208.0647v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1208.0647,4,http://www.aviso.oceanobs.com,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",,,
1208.0647,4,http://oceancolor.gsfc.nasa.gov,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",,,
1208.0647,4,http://dynalab.poi.dvo.ru/data/GRL12/2002,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",,,
1208.0647,7,http://dynalab.poi.dvo.ru/data/GRL12/2004,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",,,
1208.0647,8,http://dynalab.poi.dvo.ru/data/GRL12/2002,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",,,
1208.0647,11,http://gmplib.org,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,,
1208.0647,12,mailto:prants@poi.dvo.ru,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1208.0195,1,http://arxiv.org/abs/1208.0195v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1208.0195,4,http://wwwuser.oat.ts.astro.it/castelli/linelists.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1208.0195,12,http://arxiv.org/abs/astro-ph/0405087,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.5650,1,http://arxiv.org/abs/1112.5650v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1112.5650,10,http://albione.oa-teramo.inaf.it/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1112.5650,10,http://www.astro.yale.edu/demarque/yyiso.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.5650,10,http://stellar.dartmouth.edu/~models/isolf.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.5650,10,http://www.ari.uni-heidelberg.de/datenbanken/aricns/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
1112.5650,10,http://webast.ast.obs-mip.fr/equipe/stellar,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.5650,10,http://stev.oapd.inaf.it/cmd,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.5650,10,http://www.astro.ulb.ac.be/~siess/WWWTools/Isochrone,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.5418,1,http://arxiv.org/abs/1112.5418v3,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1112.5418,5,mailto:sethna@lassp.cornell.edu,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1112.5418,7,http://sloppycell.sourceforge.net,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in references,,
1112.4578,21,mailto:sladra@udc.es,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1112.4578,31,mailto:darroyue@dcc.uchile.cl,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1112.4578,14,http://pizzachili.dcc.uchile.cl/repcorpus.html,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across lines,,
1112.4578,23,http://code.google.com/p/libcds,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1112.4578,28,http://pizzachili.dcc.uchile.cl/indexes/LZ77-index,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1112.4578,31,http://code.google.com/p/libcds,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1112.4578,33,http://code.google.com/p/libcds,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1112.4578,46,http://pizzachili.dcc.uchile.cl/repcorpus.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1112.4578,48,http://dblp.uni-trier.de,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",split across lines,,
1112.4578,48,http://pizzachili.dcc.uchile.cl,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in footnotes,,
1112.4578,49,http://www.sanger.ac.uk/Teams/Team71/durbin/sgrp,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
1112.4578,49,http://www.ncbi.nlm.nih.gov,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in footnotes,,
1112.4578,49,ftp://ftp.ncbi.nih.gov/genomes/INFLUENZA/influenza.fna.gz,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1112.4578,50,ftp://mirrors.kernel.org/gnu/coreutils,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1112.4578,50,ftp://ftp.kernel.org/pub/linux/kernel,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
1112.4578,50,https://www.cia.gov/library/publications/world-leaders-1,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1112.4578,51,http://www.gzip.org,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1112.4578,51,http://www.bzip.org,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1112.4578,51,http://pizzachili.dcc.uchile.cl/utils/ppmdi.tar.gz,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1112.4578,51,http://www.7-zip.org,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1112.4578,51,http://www.cbrc.jp/~rwan/en/restore.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1112.4578,72,http://corpus.canterbury.ac.nz,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",split across lines,,
1112.4578,72,http://pizzachili.dcc.uchile.cl,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",split across lines,,
1112.4578,74,http://code.google.com/p/libdivsufsort,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1112.4578,117,http://pizzachili.dcc.uchile.cl/repcorpus.html,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across lines,,
1112.4578,117,http://pizzachili.dcc.uchile.cl/indexes/LZ77-index,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across lines,,
1112.4070,1,http://arxiv.org/abs/1112.4070v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1112.4070,1,mailto:klassm@mcmaster.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1112.4070,12,www.sharcnet.ca,Conclusions,URLs without scheme,,,
1112.0193,1,http://arxiv.org/abs/1112.0193v1,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,"Hidden in annotation layers, Hidden in metadata",
1112.0193,81,http://arxiv.org/abs/hep-ph/0507056,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9805500,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9501357,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/0210398,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://www.kph.uni-mainz.de/T/80.php,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1112.0193,81,http://arxiv.org/abs/hep-ph/9406283,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9311274,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9409402,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/0101264,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9902437,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-lat/0311023,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/0703274,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/0703297,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,81,http://arxiv.org/abs/hep-ph/9501384,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/hep-ph/0103263,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/hep-lat/0603001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/hep-lat/0610105,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/astro-ph/0402514,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/astro-ph/9912358,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/astro-ph/9912301,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,82,http://arxiv.org/abs/cond-mat/0606766,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,83,http://arxiv.org/abs/cond-mat/0612363,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1112.0193,83,http://arxiv.org/abs/cond-mat/0612363,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1010.4795,5,mailto:jsnyder@caltech.edu,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1010.4795,5,mailto:avdw@caltech.edu,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1010.4795,5,http://pubs.acs.org/doi/pdf/10.1021/ja044980p,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1010.4795,5,http://pubs.acs.org/doi/pdf/10.1021/cm062384j,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1010.4795,5,http://pubs.acs.org/doi/pdf/10.1021/ja1035122,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1010.4423,3,http://nbp-www.upb.de,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1010.4423,17,http://www.cs.uni-paderborn.de/fileadmin/Informatik/AG- Wehrheim/Personen/Dominik Steenken/ShapeAnalysis2010TR.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1010.4069,1,http://arxiv.org/abs/1010.4069v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1010.4069,16,http://www.detectors.saint-gobain.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in references,,*1010.4201
1010.4069,18,http://www.ortec-online.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,
1010.2911,1,http://arxiv.org/abs/1010.2911v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1010.2911,8,mailto:bjoern.ahrens@uni-oldenburg.de,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1010.2911,8,mailto:a.hartmann@uni-oldenburg.de,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1010.2911,8,http://dx.doi.org/10.1007/BF01023476,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1010.2911,8,http://www.papercore.org/Ahrens2010,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1010.2911,8,http://www.thp.uni-duisburg.de/fsscale/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1010.2693,1,http://arxiv.org/abs/1010.2693v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1010.2693,6,http://www.slac.stanford.edu/xorg/hfag,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1010.1422,7,www.ub.tuwien.ac.at/diss/AC05035480.pdf,References,"URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs without scheme",embedded in references,,
1010.1422,1,mailto:bmm32@cam.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1010.1154,1,http://arxiv.org/abs/1010.1154v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1010.1154,1,mailto:bmm32@cam.ac.uk,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1010.1154,1,mailto:wynnho@slac.stanford.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1010.1154,2,http://cdsweb.u-strasbg.fr/topbase/op.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1010.1154,12,http://arxiv.org/abs/1008.1993,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1010.1154,12,http://arxiv.org/abs/astro-ph/0611014,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
0904.1388,1,http://arxiv.org/abs/0904.1388v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
